seed,question_index,question_id,question,ideal_answers,method,selected_sample_index,selected_cluster_id,selected_cluster_size,selected_cluster_weight_mass,answer_text,answer_preview,token_count,logprob_sum,logprob_avg,token_mean_entropy,token_max_entropy,elapsed_ms,semantic_entropy_weighted_set,semantic_entropy_uniform_set,semantic_clusters,final_exact_match,final_contains_match,final_strict_correct,final_semantic_correct,nli_only_correct,matched_ideal_answer,match_source
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,"[""Chicken Ranch"", ""Chicken Ranch (disambiguation)"", ""The Chicken Ranch"", ""chicken ranch disambiguation"", ""chicken ranch""]",single_sample_baseline,0,0,1,0.1309635710306943,"The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",23,-7.220273713937729,-0.3139249440842491,0.5894469233705052,5.958863735198975,731.0,2.0663286937685146,2.0794415416798357,8,0.0,0.0,0.0,0.0,0.0,,nli
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,"[""Chicken Ranch"", ""Chicken Ranch (disambiguation)"", ""The Chicken Ranch"", ""chicken ranch disambiguation"", ""chicken ranch""]",random_of_n,2,2,1,0.1521399210650593,"The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.",20,-3.2808702827944103,-0.16404351413972051,0.4380047386234384,3.7782723903656006,240.0,2.0663286937685146,2.0794415416798357,8,0.0,0.0,0.0,0.0,0.0,,nli
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,"[""Chicken Ranch"", ""Chicken Ranch (disambiguation)"", ""The Chicken Ranch"", ""chicken ranch disambiguation"", ""chicken ranch""]",best_of_n_logprob,2,2,1,0.1521399210650593,"The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.",20,-3.2808702827944103,-0.16404351413972051,0.4380047386234384,3.7782723903656006,240.0,2.0663286937685146,2.0794415416798357,8,0.0,0.0,0.0,0.0,0.0,,nli
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,"[""Chicken Ranch"", ""Chicken Ranch (disambiguation)"", ""The Chicken Ranch"", ""chicken ranch disambiguation"", ""chicken ranch""]",semantic_cluster_majority,2,2,1,0.1521399210650593,"The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.",20,-3.2808702827944103,-0.16404351413972051,0.4380047386234384,3.7782723903656006,240.0,2.0663286937685146,2.0794415416798357,8,0.0,0.0,0.0,0.0,0.0,,nli
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,"[""Chicken Ranch"", ""Chicken Ranch (disambiguation)"", ""The Chicken Ranch"", ""chicken ranch disambiguation"", ""chicken ranch""]",low_token_mean_entropy,7,7,1,0.1125702265850826,"The brothel in ""The Best Little Whorehouse in Texas"" is named Moon Over Texas.","The brothel in ""The Best Little Whorehouse in Texas"" is named Moon Over Texas.",21,-9.77060451519418,-0.4652668816759133,0.38258917288446764,3.211838960647583,244.0,2.0663286937685146,2.0794415416798357,8,0.0,0.0,0.0,0.0,0.0,,nli
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,"[""Chicken Ranch"", ""Chicken Ranch (disambiguation)"", ""The Chicken Ranch"", ""chicken ranch disambiguation"", ""chicken ranch""]",cluster_then_low_entropy,2,2,1,0.1521399210650593,"The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.",20,-3.2808702827944103,-0.16404351413972051,0.4380047386234384,3.7782723903656006,240.0,2.0663286937685146,2.0794415416798357,8,0.0,0.0,0.0,0.0,0.0,,nli
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,"[""Roger Eugene Maras"", ""Roger marris"", ""Roger Eugene Maris"", ""Roger Maris Museum"", ""Roger Maris"", ""Roger Maras"", ""Roger Maris' 61 home run season"", ""roger maris 61 home run season"", ""roger eugene maras"", ""roger eugene maris"", ""roger maris"", ""roger marris"", ""roger maris museum"", ""roger maras""]",single_sample_baseline,0,0,1,0.12179924024085924,"In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",37,-3.7525834915663765,-0.1014211754477399,0.18304749730318556,2.4399077892303467,561.0,0.3704945894995472,0.37677016125643675,2,0.0,1.0,1.0,1.0,0.0,Roger Maris,string_match
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,"[""Roger Eugene Maras"", ""Roger marris"", ""Roger Eugene Maris"", ""Roger Maris Museum"", ""Roger Maris"", ""Roger Maras"", ""Roger Maris' 61 home run season"", ""roger maris 61 home run season"", ""roger eugene maras"", ""roger eugene maris"", ""roger maris"", ""roger marris"", ""roger maris museum"", ""roger maras""]",random_of_n,3,1,7,0.8782007597591408,"In the 1998 season, Mark McGwire broke Sammy Sosa's record for most home runs in a season, which was 66. McGwire hit 70 home runs that year.","In the 1998 season, Mark McGwire broke Sammy Sosa's record for most home runs in a season, which was 66. McGwire hit 70 home runs that year.",44,-6.793327830800983,-0.154393814336386,0.2699477471634251,3.539405345916748,515.0,0.3704945894995472,0.37677016125643675,2,0.0,0.0,0.0,0.0,0.0,,nli
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,"[""Roger Eugene Maras"", ""Roger marris"", ""Roger Eugene Maris"", ""Roger Maris Museum"", ""Roger Maris"", ""Roger Maras"", ""Roger Maris' 61 home run season"", ""roger maris 61 home run season"", ""roger eugene maras"", ""roger eugene maris"", ""roger maris"", ""roger marris"", ""roger maris museum"", ""roger maras""]",best_of_n_logprob,1,1,7,0.8782007597591408,"In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.",43,-1.8659315140073147,-0.043393756139704996,0.13906574394978544,2.4399077892303467,562.0,0.3704945894995472,0.37677016125643675,2,0.0,0.0,0.0,0.0,0.0,,nli
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,"[""Roger Eugene Maras"", ""Roger marris"", ""Roger Eugene Maris"", ""Roger Maris Museum"", ""Roger Maris"", ""Roger Maras"", ""Roger Maris' 61 home run season"", ""roger maris 61 home run season"", ""roger eugene maras"", ""roger eugene maris"", ""roger maris"", ""roger marris"", ""roger maris museum"", ""roger maras""]",semantic_cluster_majority,1,1,7,0.8782007597591408,"In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.",43,-1.8659315140073147,-0.043393756139704996,0.13906574394978544,2.4399077892303467,562.0,0.3704945894995472,0.37677016125643675,2,0.0,0.0,0.0,0.0,0.0,,nli
